,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
5715,2.70964690356399e-06,2.50964690356399e-06,9
5716,2.2004936869148787e-06,2.500493686914879e-06,3
5717,3.390044099014269e-06,2.590044099014269e-06,15
5718,4.579016075833412e-06,3.7790160758334124e-06,15
5719,1.2170528276576786e-06,1.9170528276576786e-06,7
5720,2.978802546707813e-06,2.478802546707813e-06,12
5721,1.7855244422039497e-06,2.4855244422039496e-06,7
5722,2.7955451901510886e-06,2.4955451901510885e-06,10
5723,3.5055330760306464e-06,2.7055330760306464e-06,15
5724,2.5207600958561786e-06,2.5207600958561786e-06,0
5725,2.8650590794351765e-06,2.4650590794351765e-06,11
5726,4.350298499917685e-06,3.550298499917685e-06,15
5727,4.577175009610888e-06,3.777175009610888e-06,15
5728,1.1294405891439866e-06,1.8294405891439867e-06,7
5729,2.2114575228065793e-06,2.5114575228065794e-06,3
5730,1.6740897726959993e-06,2.3740897726959994e-06,7
5731,1.5119734559465784e-06,2.2119734559465785e-06,7
5732,1.310689098272931e-06,2.010689098272931e-06,7
5733,3.0180852394693853e-06,2.5180852394693854e-06,12
5734,4.72830071557276e-06,3.92830071557276e-06,15
5735,4.8715387575229215e-06,4.0715387575229215e-06,15
5736,4.420927401052864e-06,3.6209274010528643e-06,15
5737,4.455947224996536e-06,3.655947224996536e-06,15
5738,2.249463955400512e-06,2.549463955400512e-06,3
5739,1.2934100504428119e-06,1.993410050442812e-06,7
5740,1.1482789186587899e-06,1.8482789186587897e-06,7
5741,2.647718374470133e-06,2.547718374470133e-06,8
5742,1.1021889328578202e-06,1.8021889328578203e-06,7
5743,4.045076033768005e-06,3.245076033768005e-06,15
5744,3.934275813616155e-06,3.1342758136161547e-06,15
5745,1.7654422996612698e-06,2.4654422996612697e-06,7
5746,1.8643920918679507e-06,2.4643920918679507e-06,6
5747,2.4503250388238522e-06,2.4503250388238522e-06,0
5748,4.1139935949306565e-06,3.3139935949306565e-06,15
5749,3.978225005178722e-06,3.1782250051787217e-06,15
5750,3.806500641495522e-06,3.006500641495522e-06,15
5751,2.645434748800194e-06,2.545434748800194e-06,8
5752,3.1705129951986616e-06,2.4705129951986615e-06,14
5753,4.887653364539627e-06,4.087653364539627e-06,15
5754,1.6392329229083576e-06,2.3392329229083575e-06,7
5755,3.2993505396705506e-06,2.4993505396705507e-06,15
5756,1.356241963428122e-06,2.056241963428122e-06,7
5757,4.2810934168223794e-06,3.4810934168223795e-06,15
5758,4.310079003276416e-06,3.5100790032764163e-06,15
5759,2.493249394549254e-06,2.493249394549254e-06,0
5760,1.736970689761499e-06,2.436970689761499e-06,7
5761,3.986443187314141e-06,3.1864431873141414e-06,15
5762,3.096483800739689e-06,2.4964838007396887e-06,13
5763,3.744171158387876e-06,2.944171158387876e-06,15
5764,1.8412548489189792e-06,2.5412548489189793e-06,7
5765,4.461479172247095e-06,3.6614791722470954e-06,15
5766,4.163209406938492e-06,3.363209406938492e-06,15
5767,2.218968496883957e-06,2.5189684968839572e-06,3
5768,3.6793598243504174e-06,2.8793598243504174e-06,15
5769,3.2991337759598363e-06,2.4991337759598363e-06,15
5770,3.976660849435298e-06,3.176660849435298e-06,15
5771,2.5773145771079727e-06,2.477314577107973e-06,8
5772,3.9583570385451134e-06,3.1583570385451135e-06,15
5773,4.2924810504237855e-06,3.4924810504237855e-06,15
5774,1.8297056957404902e-06,2.5297056957404903e-06,7
5775,4.161119029806355e-06,3.3611190298063552e-06,15
5776,4.664226361681469e-06,3.864226361681469e-06,15
5777,2.596387543225884e-06,2.496387543225884e-06,8
5778,4.578450254303453e-06,3.7784502543034534e-06,15
5779,3.4148531414889145e-06,2.6148531414889145e-06,15
5780,4.221570548600577e-06,3.4215705486005767e-06,15
5781,4.935840608230065e-06,4.135840608230065e-06,15
5782,3.2725415956152896e-06,2.4725415956152897e-06,15
5783,1.1637549757947187e-06,1.8637549757947186e-06,7
5784,3.3598490060501517e-06,2.5598490060501517e-06,15
5785,2.8319542178998e-06,2.5319542178998e-06,10
5786,2.128834828852688e-06,2.528834828852688e-06,4
5787,4.535230708796334e-06,3.735230708796334e-06,15
5788,3.418859214888381e-06,2.618859214888381e-06,15
5789,4.908445890853352e-06,4.108445890853352e-06,15
5790,1.288143325568282e-06,1.988143325568282e-06,7
5791,2.5729818638221214e-06,2.4729818638221215e-06,8
5792,4.358128106078354e-06,3.558128106078354e-06,15
5793,3.2814970478669702e-06,2.4814970478669703e-06,15
5794,3.942335827881205e-06,3.142335827881205e-06,15
5795,1.352321231022946e-06,2.052321231022946e-06,7
5796,4.931656074374247e-06,4.131656074374247e-06,15
5797,4.831417418257983e-06,4.031417418257983e-06,15
5798,1.0405259836535627e-06,1.7405259836535626e-06,7
5799,2.554361340717141e-06,2.454361340717141e-06,8
5800,1.7832895044312225e-06,2.4832895044312224e-06,7
5801,2.4717113290349447e-06,2.4717113290349447e-06,0
5802,2.6057820661741174e-06,2.5057820661741175e-06,8
5803,3.683384485067404e-06,2.883384485067404e-06,15
5804,1.2132397032870781e-06,1.913239703287078e-06,7
5805,4.089768745459691e-06,3.2897687454596914e-06,15
5806,1.1055366193363083e-06,1.8055366193363084e-06,7
5807,1.412326328139597e-06,2.112326328139597e-06,7
5808,3.720404563268251e-06,2.920404563268251e-06,15
5809,4.583584184964858e-06,3.7835841849648577e-06,15
5810,2.122000637936303e-06,2.522000637936303e-06,4
5811,2.380139911586163e-06,2.4801399115861627e-06,1
5812,3.3374475815720464e-06,2.5374475815720464e-06,15
5813,1.4872857485638987e-06,2.187285748563899e-06,7
5814,3.3681484331012804e-06,2.5681484331012804e-06,15
5815,4.497674983164827e-06,3.6976749831648273e-06,15
5816,4.118928592812483e-06,3.3189285928124834e-06,15
5817,3.4163230699717555e-06,2.6163230699717556e-06,15
5818,2.111055719723288e-06,2.511055719723288e-06,4
5819,1.1470942703955184e-06,1.8470942703955185e-06,7
5820,2.1319807232040533e-06,2.5319807232040533e-06,4
5821,1.1843343823476524e-06,1.8843343823476523e-06,7
5822,3.8123099201567895e-06,3.0123099201567895e-06,15
5823,2.6486783208617864e-06,2.5486783208617865e-06,8
5824,3.256239685771431e-06,2.456239685771431e-06,15
5825,2.5747898797961713e-06,2.4747898797961714e-06,8
5826,2.328312839484097e-06,2.5283128394840968e-06,2
5827,1.231702807931372e-06,1.931702807931372e-06,7
5828,2.693026517389856e-06,2.4930265173898563e-06,9
5829,2.950080928517855e-06,2.450080928517855e-06,12
5830,3.683909505761843e-06,2.883909505761843e-06,15
5831,1.0321019541816252e-06,1.732101954181625e-06,7
5832,4.786821979156841e-06,3.986821979156841e-06,15
5833,1.9259000528631196e-06,2.5259000528631194e-06,6
5834,4.822567899729952e-06,4.022567899729952e-06,15
5835,2.5046961683579303e-06,2.5046961683579303e-06,0
5836,3.5048627858208614e-06,2.7048627858208615e-06,15
5837,3.16374844439293e-06,2.46374844439293e-06,14
5838,4.5177937920682816e-06,3.7177937920682816e-06,15
5839,2.6070984873727556e-06,2.5070984873727557e-06,8
5840,2.219718540265355e-06,2.519718540265355e-06,3
5841,3.3727072590196953e-06,2.5727072590196953e-06,15
5842,4.2467773626863105e-06,3.4467773626863106e-06,15
5843,1.5501636549025734e-06,2.2501636549025735e-06,7
5844,3.7560851262767383e-06,2.9560851262767384e-06,15
5845,1.7714207644567882e-06,2.471420764456788e-06,7
5846,1.8794371583355174e-06,2.479437158335517e-06,6
5847,3.815521326994366e-06,3.0155213269943657e-06,15
5848,4.3571100337554454e-06,3.5571100337554455e-06,15
5849,3.7543104084986545e-06,2.9543104084986545e-06,15
5850,3.125468847126158e-06,2.525468847126158e-06,13
5851,4.614854231847308e-06,3.8148542318473084e-06,15
5852,4.3624423198012904e-06,3.5624423198012905e-06,15
5853,2.5250745404972716e-06,2.5250745404972716e-06,0
5854,2.0336016554264435e-06,2.5336016554264433e-06,5
5855,3.8097457369425647e-06,3.0097457369425648e-06,15
5856,4.2081528680084715e-06,3.4081528680084716e-06,15
5857,1.5727050413643683e-06,2.2727050413643684e-06,7
5858,4.611631911134689e-06,3.8116319111346887e-06,15
5859,4.3341962392451e-06,3.5341962392451004e-06,15
5860,4.640828763603789e-06,3.840828763603789e-06,15
5861,1.9809585294143126e-06,2.4809585294143125e-06,5
5862,3.4135618197693434e-06,2.6135618197693434e-06,15
5863,4.009456160822681e-06,3.2094561608226813e-06,15
5864,4.182187935840238e-06,3.3821879358402384e-06,15
5865,3.6219155537252025e-06,2.8219155537252025e-06,15
5866,4.609108997819403e-06,3.8091089978194027e-06,15
5867,4.146594012992911e-06,3.346594012992911e-06,15
5868,3.6217425697804266e-06,2.8217425697804267e-06,15
5869,1.6949904041176014e-06,2.3949904041176015e-06,7
5870,3.909903203838798e-06,3.1099032038387985e-06,15
5871,3.809590248232846e-06,3.009590248232846e-06,15
5872,4.451134284792601e-06,3.651134284792601e-06,15
5873,4.2492475465549915e-06,3.4492475465549915e-06,15
5874,3.500692255323153e-06,2.700692255323153e-06,15
5875,3.22244619349464e-06,2.52244619349464e-06,14
5876,1.5482418880913108e-06,2.248241888091311e-06,7
5877,4.77140298919125e-06,3.97140298919125e-06,15
5878,3.4332405790121383e-06,2.6332405790121384e-06,15
5879,2.1648837810965674e-06,2.4648837810965675e-06,3
5880,4.9168585564221344e-06,4.1168585564221345e-06,15
5881,3.3652278066930558e-06,2.5652278066930558e-06,15
5882,3.6839211141777792e-06,2.8839211141777793e-06,15
5883,1.314984007313413e-06,2.014984007313413e-06,7
5884,2.0707288304393815e-06,2.4707288304393815e-06,4
5885,2.322540007709162e-06,2.522540007709162e-06,2
5886,2.5907647211728596e-06,2.4907647211728597e-06,8
5887,1.7311660985508159e-06,2.431166098550816e-06,7
5888,1.443488454881849e-06,2.143488454881849e-06,7
5889,2.4424147623538206e-06,2.5424147623538205e-06,1
5890,1.6894538936124417e-06,2.3894538936124418e-06,7
5891,3.2615828644122305e-06,2.4615828644122306e-06,15
5892,3.993313366614316e-06,3.1933133666143157e-06,15
5893,2.9444359302802576e-06,2.5444359302802576e-06,11
5894,4.236218086290959e-06,3.436218086290959e-06,15
5895,3.3334287572473397e-06,2.5334287572473397e-06,15
5896,1.1264232155993063e-06,1.8264232155993063e-06,7
5897,3.626424659405596e-06,2.826424659405596e-06,15
5898,1.0126366858279673e-06,1.7126366858279674e-06,7
5899,4.809048372611697e-06,4.009048372611697e-06,15
5900,2.7781127155489364e-06,2.4781127155489363e-06,10
5901,1.5168707605879464e-06,2.2168707605879465e-06,7
5902,2.28935793699729e-06,2.48935793699729e-06,2
5903,1.4395547238532984e-06,2.1395547238532984e-06,7
5904,4.357058290915045e-06,3.557058290915045e-06,15
5905,4.685951865738567e-06,3.885951865738567e-06,15
5906,4.748692000405258e-06,3.9486920004052584e-06,15
5907,1.667496123368049e-06,2.367496123368049e-06,7
5908,3.373517873395554e-06,2.573517873395554e-06,15
5909,4.204051439507326e-06,3.404051439507326e-06,15
5910,2.4678272596841987e-06,2.4678272596841987e-06,0
5911,1.3327075728374211e-06,2.0327075728374212e-06,7
5912,3.411667301013892e-06,2.611667301013892e-06,15
5913,2.583389487058776e-06,2.483389487058776e-06,8
5914,3.9920530548150105e-06,3.1920530548150105e-06,15
5915,2.4173195139384266e-06,2.5173195139384265e-06,1
5916,1.4877402350670864e-06,2.1877402350670865e-06,7
5917,2.7823401688321654e-06,2.4823401688321654e-06,10
5918,1.877200579709023e-06,2.4772005797090228e-06,6
5919,2.3269113030577716e-06,2.5269113030577714e-06,2
5920,1.6021722713538865e-06,2.3021722713538866e-06,7
5921,3.1516688310065424e-06,2.4516688310065424e-06,14
5922,1.3535354926016346e-06,2.0535354926016347e-06,7
5923,1.1177227284822559e-06,1.817722728482256e-06,7
5924,3.1802962106324705e-06,2.4802962106324704e-06,14
5925,1.072888343759181e-06,1.772888343759181e-06,7
5926,4.324762666736815e-06,3.524762666736815e-06,15
5927,3.892402513701718e-06,3.092402513701718e-06,15
5928,1.6056441868218252e-06,2.3056441868218252e-06,7
5929,2.1550472984925174e-06,2.4550472984925175e-06,3
5930,2.0586507500623735e-06,2.4586507500623735e-06,4
5931,1.9537371119423725e-06,2.4537371119423724e-06,5
5932,3.353761776711697e-06,2.553761776711697e-06,15
5933,3.288081031300691e-06,2.488081031300691e-06,15
5934,3.2030936522656525e-06,2.5030936522656525e-06,14
5935,1.9526643062977446e-06,2.4526643062977445e-06,5
5936,1.4069016583272714e-06,2.1069016583272715e-06,7
5937,3.907192767865885e-06,3.1071927678658847e-06,15
5938,1.1710383437197942e-06,1.871038343719794e-06,7
5939,1.4030632738946767e-06,2.1030632738946768e-06,7
5940,1.4380557814175653e-06,2.138055781417565e-06,7
5941,4.68278821930992e-06,3.88278821930992e-06,15
5942,1.427686201033605e-06,2.127686201033605e-06,7
5943,3.171321596113109e-06,2.471321596113109e-06,14
5944,2.5226851122912207e-06,2.5226851122912207e-06,0
5945,2.085851773460497e-06,2.485851773460497e-06,4
5946,4.929407065603026e-06,4.129407065603026e-06,15
5947,1.5102596188562934e-06,2.2102596188562932e-06,7
5948,3.4934733899521434e-06,2.6934733899521434e-06,15
5949,3.7009741511591615e-06,2.9009741511591615e-06,15
5950,4.944543977259414e-06,4.144543977259414e-06,15
5951,1.8316919819066247e-06,2.5316919819066245e-06,7
5952,2.0528257183710017e-06,2.4528257183710017e-06,4
5953,3.0192837240543006e-06,2.5192837240543007e-06,12
5954,2.2519964140008734e-06,2.4519964140008736e-06,2
5955,4.295108097838988e-06,3.4951080978389877e-06,15
5956,2.3379168315886136e-06,2.537916831588614e-06,2
5957,3.7848803323344317e-06,2.9848803323344317e-06,15
5958,3.7439892527769533e-06,2.9439892527769533e-06,15
5959,2.0504622082427624e-06,2.4504622082427624e-06,4
5960,4.607417735646976e-06,3.8074177356469763e-06,15
5961,2.845257814794384e-06,2.545257814794384e-06,10
5962,4.2978694896206775e-06,3.4978694896206775e-06,15
5963,3.909651309392985e-06,3.1096513093929847e-06,15
5964,3.8093654079651295e-06,3.0093654079651296e-06,15
5965,1.895982003689071e-06,2.495982003689071e-06,6
5966,3.165265989475849e-06,2.465265989475849e-06,14
5967,4.145185806554861e-06,3.345185806554861e-06,15
5968,1.8629521730971164e-06,2.4629521730971166e-06,6
5969,1.1593540203064277e-06,1.8593540203064277e-06,7
5970,3.18316266428603e-06,2.4831626642860298e-06,14
5971,4.350400857301118e-06,3.5504008573011176e-06,15
5972,1.097480857713133e-06,1.7974808577131328e-06,7
5973,2.5814987598729395e-06,2.4814987598729396e-06,8
5974,2.4873019132113554e-06,2.4873019132113554e-06,0
5975,2.9387856033196873e-06,2.5387856033196873e-06,11
5976,2.4824997190024453e-06,2.4824997190024453e-06,0
5977,2.6357160768703356e-06,2.5357160768703357e-06,8
5978,3.4281150806015e-06,2.6281150806015e-06,15
5979,2.4906497633741613e-06,2.4906497633741613e-06,0
5980,3.1308068418898567e-06,2.5308068418898565e-06,13
5981,4.923879669802874e-06,4.123879669802874e-06,15
5982,4.570411482730332e-06,3.7704114827303324e-06,15
5983,4.440561664353587e-06,3.6405616643535873e-06,15
5984,1.6402118081010646e-06,2.3402118081010647e-06,7
5985,1.2654619167721494e-06,1.9654619167721493e-06,7
5986,4.341659681041273e-06,3.5416596810412735e-06,15
5987,2.7729552265247847e-06,2.4729552265247846e-06,10
5988,1.6146449753114277e-06,2.3146449753114278e-06,7
5989,1.596211279466968e-06,2.296211279466968e-06,7
5990,1.3817629498736245e-06,2.0817629498736246e-06,7
5991,1.2131490448102786e-06,1.9131490448102785e-06,7
5992,2.755900403904218e-06,2.4559004039042178e-06,10
5993,1.8933666202885507e-06,2.4933666202885504e-06,6
5994,2.921844156462984e-06,2.521844156462984e-06,11
5995,4.057771598798795e-06,3.2577715987987953e-06,15
5996,4.480925131547438e-06,3.680925131547438e-06,15
5997,4.782354455867146e-06,3.982354455867146e-06,15
5998,1.6892777902764412e-06,2.3892777902764413e-06,7
5999,2.3976878699377932e-06,2.497687869937793e-06,1
6000,1.6957518540592203e-06,2.3957518540592204e-06,7
6001,4.662382821174496e-06,3.862382821174496e-06,15
6002,4.063511347028954e-06,3.263511347028954e-06,15
6003,4.679812737923619e-06,3.879812737923619e-06,15
6004,3.0174765512089457e-06,2.517476551208946e-06,12
6005,1.8026821107169524e-06,2.5026821107169523e-06,7
6006,1.185882657977388e-06,1.885882657977388e-06,7
6007,2.458816566515663e-06,2.458816566515663e-06,0
6008,4.71071491319161e-06,3.91071491319161e-06,15
6009,3.2805009770076096e-06,2.4805009770076096e-06,15
6010,2.3301347389485337e-06,2.530134738948534e-06,2
6011,2.0867353445049406e-06,2.4867353445049406e-06,4
6012,4.292403691239602e-06,3.4924036912396016e-06,15
6013,3.680872367883407e-06,2.880872367883407e-06,15
6014,3.2396198511553378e-06,2.5396198511553377e-06,14
6015,4.216455446268956e-06,3.4164554462689564e-06,15
6016,3.335316692902905e-06,2.535316692902905e-06,15
6017,2.810418744035442e-06,2.510418744035442e-06,10
6018,2.1497388596846427e-06,2.5497388596846427e-06,4
6019,1.0567612036806947e-06,1.7567612036806946e-06,7
6020,1.7282300808143983e-06,2.428230080814398e-06,7
6021,4.304546283117471e-06,3.504546283117471e-06,15
6022,4.588859705923413e-06,3.7888597059234134e-06,15
6023,2.508350529993279e-06,2.508350529993279e-06,0
6024,1.8170021816796613e-06,2.5170021816796613e-06,7
6025,2.6510118252026583e-06,2.4510118252026585e-06,9
6026,2.365966797453955e-06,2.465966797453955e-06,1
6027,3.049642015267931e-06,2.549642015267931e-06,12
6028,4.474637559841161e-06,3.6746375598411612e-06,15
6029,4.751936855163013e-06,3.951936855163013e-06,15
6030,1.3542087778071928e-06,2.054208777807193e-06,7
6031,3.5624711726082546e-06,2.7624711726082546e-06,15
6032,4.734696398938542e-06,3.934696398938542e-06,15
6033,2.4571954996119316e-06,2.4571954996119316e-06,0
6034,1.3019577854405586e-06,2.0019577854405585e-06,7
6035,1.1805195151257036e-06,1.8805195151257037e-06,7
6036,2.7557631445309402e-06,2.45576314453094e-06,10
6037,4.9890884652704595e-06,4.1890884652704596e-06,15
6038,1.9887002561758616e-06,2.4887002561758615e-06,5
6039,3.3525801852360997e-06,2.5525801852360998e-06,15
6040,4.374593608169109e-06,3.5745936081691094e-06,15
6041,4.063065261223082e-06,3.2630652612230825e-06,15
6042,4.080022117893781e-06,3.280022117893781e-06,15
6043,1.02625906110281e-06,1.7262590611028098e-06,7
6044,3.6063748311708006e-06,2.8063748311708006e-06,15
6045,3.790129347396737e-06,2.990129347396737e-06,15
6046,3.13900206532306e-06,2.53900206532306e-06,13
6047,2.5176089418353883e-06,2.5176089418353883e-06,0
6048,4.320925513073106e-06,3.520925513073106e-06,15
6049,1.6739868802500168e-06,2.373986880250017e-06,7
6050,3.0727114914676745e-06,2.4727114914676743e-06,13
6051,4.172973743291802e-06,3.372973743291802e-06,15
6052,4.498703589924776e-06,3.6987035899247762e-06,15
6053,4.733161365871792e-06,3.933161365871792e-06,15
6054,2.0380680297653747e-06,2.5380680297653746e-06,5
6055,4.240872281556586e-06,3.4408722815565863e-06,15
6056,2.716166134416906e-06,2.516166134416906e-06,9
6057,1.7339385390937614e-06,2.4339385390937613e-06,7
6058,4.279369964076278e-06,3.479369964076278e-06,15
6059,3.486446815326035e-06,2.686446815326035e-06,15
6060,4.067765745833702e-06,3.2677657458337024e-06,15
6061,3.760966239689373e-06,2.960966239689373e-06,15
6062,4.420868693047974e-06,3.6208686930479744e-06,15
6063,4.180254150552807e-06,3.380254150552807e-06,15
6064,2.0779975300992418e-06,2.4779975300992417e-06,4
6065,1.0889864182348993e-06,1.7889864182348994e-06,7
6066,3.1843420341848615e-06,2.4843420341848614e-06,14
6067,4.0447386561898515e-06,3.2447386561898515e-06,15
6068,1.3034755413970166e-06,2.0034755413970167e-06,7
6069,1.0334406582403753e-06,1.7334406582403753e-06,7
6070,1.8266047274382353e-06,2.5266047274382353e-06,7
6071,4.066771961139962e-06,3.266771961139962e-06,15
6072,1.813958117183145e-06,2.513958117183145e-06,7
6073,1.976585296304603e-06,2.476585296304603e-06,5
6074,3.764596537708265e-06,2.9645965377082652e-06,15
6075,1.2874986769353448e-06,1.987498676935345e-06,7
6076,2.8648492734838748e-06,2.4648492734838748e-06,11
6077,3.3086728284151794e-06,2.5086728284151795e-06,15
6078,3.190710862041312e-06,2.490710862041312e-06,14
6079,4.417775955447136e-06,3.6177759554471364e-06,15
6080,2.2028730097880214e-06,2.5028730097880215e-06,3
6081,4.918293682802783e-06,4.118293682802783e-06,15
6082,4.139957732553305e-06,3.3399577325533054e-06,15
6083,3.114517794631549e-06,2.514517794631549e-06,13
6084,1.9736009774815756e-06,2.4736009774815755e-06,5
6085,4.14839703832922e-06,3.34839703832922e-06,15
6086,4.957909364658253e-06,4.157909364658253e-06,15
6087,3.476378222470062e-06,2.676378222470062e-06,15
6088,3.056384214361908e-06,2.456384214361908e-06,13
6089,3.901422147203543e-06,3.1014221472035433e-06,15
6090,2.0653123372761265e-06,2.4653123372761265e-06,4
6091,1.6413141297250348e-06,2.3413141297250346e-06,7
6092,3.5589824770128317e-06,2.7589824770128317e-06,15
6093,2.0626587418312865e-06,2.4626587418312865e-06,4
6094,4.8386226268906546e-06,4.038622626890655e-06,15
6095,4.598180277472056e-06,3.7981802774720564e-06,15
6096,4.670383021837654e-06,3.870383021837654e-06,15
6097,3.8841320545393485e-06,3.0841320545393485e-06,15
6098,3.4664787448666135e-06,2.6664787448666136e-06,15
6099,1.957864251224802e-06,2.457864251224802e-06,5
6100,2.720607493968694e-06,2.520607493968694e-06,9
6101,2.6391573830582896e-06,2.5391573830582897e-06,8
6102,3.7389223502425766e-06,2.9389223502425766e-06,15
6103,2.836659644670081e-06,2.536659644670081e-06,10
6104,3.4605620836478957e-06,2.6605620836478957e-06,15
6105,1.3746019339385295e-06,2.0746019339385296e-06,7
6106,4.019717120886955e-06,3.2197171208869554e-06,15
6107,2.4630696456651962e-06,2.4630696456651962e-06,0
6108,3.6696462935349366e-06,2.8696462935349366e-06,15
6109,1.7584441246340613e-06,2.4584441246340613e-06,7
6110,3.7541136569975454e-06,2.9541136569975454e-06,15
6111,4.678068981287456e-06,3.878068981287456e-06,15
6112,3.5445718116871998e-06,2.7445718116872e-06,15
6113,3.959952319587902e-06,3.1599523195879025e-06,15
6114,1.3120296617534674e-06,2.0120296617534675e-06,7
6115,1.5264788148427236e-06,2.2264788148427235e-06,7
6116,4.75638536246991e-06,3.95638536246991e-06,15
6117,1.8215008344880889e-06,2.521500834488089e-06,7
6118,1.4505067878943834e-06,2.1505067878943835e-06,7
6119,4.027585929349568e-06,3.2275859293495683e-06,15
6120,1.5987963828231179e-06,2.298796382823118e-06,7
6121,3.2611205388146303e-06,2.4611205388146303e-06,15
6122,4.291614680924929e-06,3.491614680924929e-06,15
6123,1.2004280559489263e-06,1.9004280559489262e-06,7
6124,3.431673867507841e-06,2.631673867507841e-06,15
6125,4.4593949474669265e-06,3.6593949474669265e-06,15
6126,2.995568157516981e-06,2.495568157516981e-06,12
6127,1.8321232095977186e-06,2.5321232095977186e-06,7
6128,3.9261758830544884e-06,3.1261758830544885e-06,15
6129,1.3453343641085166e-06,2.0453343641085166e-06,7
6130,2.563778017031552e-06,2.463778017031552e-06,8
6131,3.410763337953049e-06,2.6107633379530492e-06,15
6132,1.6935327957680696e-06,2.3935327957680697e-06,7
6133,1.130304648880397e-06,1.8303046488803971e-06,7
6134,3.95612682789773e-06,3.1561268278977297e-06,15
6135,1.0945936465488124e-06,1.7945936465488123e-06,7
6136,4.865952068215467e-06,4.065952068215467e-06,15
6137,1.1179410711674084e-06,1.8179410711674084e-06,7
6138,2.0248236467188524e-06,2.5248236467188523e-06,5
6139,1.8469756349594941e-06,2.546975634959494e-06,7
6140,4.0836248053968615e-06,3.2836248053968615e-06,15
6141,4.574805264289294e-06,3.7748052642892942e-06,15
6142,4.6827476759067e-06,3.8827476759067e-06,15
6143,2.616700071245009e-06,2.5167000712450093e-06,8
6144,4.095828562091023e-06,3.295828562091023e-06,15
6145,4.606165229559995e-06,3.8061652295599947e-06,15
6146,2.3146502423234135e-06,2.5146502423234137e-06,2
6147,2.30231842193491e-06,2.5023184219349096e-06,2
6148,4.0575891843010114e-06,3.2575891843010115e-06,15
6149,4.559888502857645e-06,3.7598885028576448e-06,15
6150,1.3712123266934535e-06,2.0712123266934534e-06,7
6151,3.1623115268730672e-06,2.462311526873067e-06,14
6152,2.441707771461554e-06,2.541707771461554e-06,1
6153,4.644562752824897e-06,3.844562752824897e-06,15
6154,3.235699024126318e-06,2.535699024126318e-06,14
6155,2.6099467105534785e-06,2.5099467105534786e-06,8
6156,3.284028688477907e-06,2.484028688477907e-06,15
6157,2.64646966594913e-06,2.54646966594913e-06,8
6158,1.661161033695219e-06,2.361161033695219e-06,7
6159,1.9237672799777887e-06,2.5237672799777884e-06,6
6160,1.7861536479513256e-06,2.4861536479513257e-06,7
6161,1.0218868354616396e-06,1.7218868354616395e-06,7
6162,1.6959308550520133e-06,2.3959308550520133e-06,7
6163,2.524581995675632e-06,2.524581995675632e-06,0
6164,1.0238633718714492e-06,1.723863371871449e-06,7
6165,3.080767427450619e-06,2.4807674274506187e-06,13
6166,4.815250239545139e-06,4.015250239545139e-06,15
6167,4.732059449769676e-06,3.932059449769676e-06,15
6168,1.476256958283519e-06,2.176256958283519e-06,7
6169,3.4026907393373224e-06,2.6026907393373225e-06,15
6170,2.5853503565802957e-06,2.4853503565802958e-06,8
6171,4.6098411711307335e-06,3.8098411711307335e-06,15
6172,4.765655394979948e-06,3.965655394979948e-06,15
6173,1.0985748356134431e-06,1.7985748356134432e-06,7
6174,3.7778187206234592e-06,2.9778187206234593e-06,15
6175,1.6353521274421551e-06,2.3353521274421552e-06,7
6176,4.6597799601277935e-06,3.859779960127794e-06,15
6177,2.2618274351084886e-06,2.4618274351084884e-06,2
6178,4.1691940145502025e-06,3.3691940145502025e-06,15
6179,4.730512546901995e-06,3.930512546901995e-06,15
6180,2.2378560807244674e-06,2.5378560807244675e-06,3
6181,3.881776135213956e-06,3.0817761352139557e-06,15
6182,3.141990476266394e-06,2.5419904762663937e-06,13
6183,2.9002358064968613e-06,2.5002358064968614e-06,11
6184,3.2851177331128874e-06,2.4851177331128875e-06,15
6185,3.4205398286471194e-06,2.6205398286471194e-06,15
6186,2.462889564694558e-06,2.462889564694558e-06,0
6187,4.355712358715658e-06,3.555712358715658e-06,15
6188,4.854591169087923e-06,4.0545911690879234e-06,15
6189,1.6397583199836387e-06,2.3397583199836387e-06,7
6190,2.6510120302986176e-06,2.451012030298618e-06,9
6191,3.0841024755758338e-06,2.4841024755758336e-06,13
6192,1.0392080936225037e-06,1.7392080936225038e-06,7
6193,1.5644772554007599e-06,2.26447725540076e-06,7
6194,4.573811850664494e-06,3.7738118506644937e-06,15
6195,3.5983405799472944e-06,2.7983405799472944e-06,15
6196,3.4951846837174577e-06,2.6951846837174577e-06,15
6197,2.2798182216887035e-06,2.4798182216887033e-06,2
6198,2.30663881617893e-06,2.50663881617893e-06,2
6199,4.44253712540975e-06,3.64253712540975e-06,15
6200,1.970493228542452e-06,2.470493228542452e-06,5
6201,3.828771914189911e-06,3.028771914189911e-06,15
6202,4.645438330615557e-06,3.845438330615557e-06,15
6203,1.999508673355977e-06,2.499508673355977e-06,5
6204,1.312698847721185e-06,2.012698847721185e-06,7
6205,2.4603615897879864e-06,2.4603615897879864e-06,0
6206,4.280755146801857e-06,3.4807551468018568e-06,15
6207,3.233406493420712e-06,2.533406493420712e-06,14
6208,3.6845161756731692e-06,2.8845161756731693e-06,15
6209,3.5047906919267177e-06,2.7047906919267177e-06,15
6210,1.4115000430886244e-06,2.1115000430886245e-06,7
