,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
3381,1.7040350239595907e-06,2.4040350239595908e-06,7
3382,3.2028735699854208e-06,2.5028735699854207e-06,14
3383,4.595818182569708e-06,3.795818182569708e-06,15
3384,1.362071310129934e-06,2.062071310129934e-06,7
3385,2.720842097653589e-06,2.5208420976535886e-06,9
3386,1.3254750062728338e-06,2.0254750062728336e-06,7
3387,3.76248100372898e-06,2.96248100372898e-06,15
3388,1.8634922793189834e-06,2.463492279318983e-06,6
3389,3.6393301153101827e-06,2.8393301153101828e-06,15
3390,2.063602983382777e-06,2.463602983382777e-06,4
3391,2.737190093188295e-06,2.537190093188295e-06,9
3392,4.763935179953912e-06,3.963935179953912e-06,15
3393,2.5529351105072332e-06,2.4529351105072333e-06,8
3394,4.541507402750131e-06,3.7415074027501307e-06,15
3395,1.8469447709338947e-06,2.5469447709338946e-06,7
3396,3.38760365455664e-06,2.58760365455664e-06,15
3397,4.5979206183611025e-06,3.7979206183611026e-06,15
3398,4.0401279328481135e-06,3.2401279328481136e-06,15
3399,1.7922986894632948e-06,2.492298689463295e-06,7
3400,4.9630827214474226e-06,4.163082721447423e-06,15
3401,4.546201165814684e-06,3.7462011658146845e-06,15
3402,4.087951819442698e-06,3.287951819442698e-06,15
3403,1.0464345192199658e-06,1.7464345192199659e-06,7
3404,4.932242315914416e-06,4.132242315914416e-06,15
3405,1.7149291097731174e-06,2.4149291097731174e-06,7
3406,2.102711115895611e-06,2.502711115895611e-06,4
3407,1.227346551993747e-06,1.927346551993747e-06,7
3408,4.406068652557443e-06,3.606068652557443e-06,15
3409,4.230362148803504e-06,3.4303621488035036e-06,15
3410,4.646548755983209e-06,3.846548755983209e-06,15
3411,1.2184617594554491e-06,1.918461759455449e-06,7
3412,2.8119728036947585e-06,2.5119728036947584e-06,10
3413,4.3979336311834635e-06,3.5979336311834635e-06,15
3414,2.993033095461086e-06,2.493033095461086e-06,12
3415,2.306117323739665e-06,2.5061173237396646e-06,2
3416,3.4089719036570427e-06,2.6089719036570428e-06,15
3417,4.847016792381695e-06,4.047016792381695e-06,15
3418,1.6115951281740482e-06,2.311595128174048e-06,7
3419,1.932992823840174e-06,2.5329928238401737e-06,6
3420,2.588943881357071e-06,2.4889438813570712e-06,8
3421,2.814178104455332e-06,2.514178104455332e-06,10
3422,4.339635678798732e-06,3.5396356787987317e-06,15
3423,3.993255711085948e-06,3.193255711085948e-06,15
3424,2.4555772882612974e-06,2.4555772882612974e-06,0
3425,1.6018137780160475e-06,2.3018137780160474e-06,7
3426,2.0543724463157107e-06,2.4543724463157107e-06,4
3427,4.752745697097477e-06,3.952745697097477e-06,15
3428,4.771296925930497e-06,3.971296925930497e-06,15
3429,3.788310658433361e-06,2.988310658433361e-06,15
3430,1.3835845184753254e-06,2.0835845184753255e-06,7
3431,1.5911554868578466e-06,2.2911554868578465e-06,7
3432,1.0632256265911333e-06,1.7632256265911332e-06,7
3433,2.1785678625263034e-06,2.4785678625263035e-06,3
3434,2.049989688859213e-06,2.549989688859213e-06,5
3435,1.0238017694184758e-06,1.7238017694184757e-06,7
3436,4.287170078422691e-06,3.487170078422691e-06,15
3437,2.7909394637824424e-06,2.4909394637824423e-06,10
3438,4.7574202174407e-06,3.9574202174407e-06,15
3439,3.830666878044274e-06,3.0306668780442744e-06,15
3440,4.053344426243201e-06,3.253344426243201e-06,15
3441,2.8220187553283707e-06,2.5220187553283706e-06,10
3442,4.454598414670542e-06,3.654598414670542e-06,15
3443,3.3585279486773937e-06,2.5585279486773937e-06,15
3444,4.934851559489687e-06,4.134851559489687e-06,15
3445,1.282122579929768e-06,1.982122579929768e-06,7
3446,2.6924145747912147e-06,2.492414574791215e-06,9
3447,3.2671406262097485e-06,2.4671406262097485e-06,15
3448,2.1472371304784467e-06,2.5472371304784467e-06,4
3449,1.8084307699473477e-06,2.5084307699473476e-06,7
3450,1.2625674782950592e-06,1.9625674782950593e-06,7
3451,1.0315554441440921e-06,1.731555444144092e-06,7
3452,4.366775556080969e-06,3.566775556080969e-06,15
3453,1.8702173824518362e-06,2.4702173824518364e-06,6
3454,3.3701608804935728e-06,2.570160880493573e-06,15
3455,3.4409822529476174e-06,2.6409822529476175e-06,15
3456,4.1779459399398035e-06,3.3779459399398036e-06,15
3457,2.1377350888610993e-06,2.5377350888610993e-06,4
3458,3.388300966565516e-06,2.5883009665655162e-06,15
3459,1.7355944358955808e-06,2.435594435895581e-06,7
3460,1.1045328003124283e-06,1.8045328003124283e-06,7
3461,3.88324591939867e-06,3.0832459193986702e-06,15
3462,3.915854103212739e-06,3.1158541032127393e-06,15
3463,1.8294780419111795e-06,2.5294780419111795e-06,7
3464,3.76100797538681e-06,2.9610079753868102e-06,15
3465,1.7613771815614407e-06,2.4613771815614405e-06,7
3466,2.5230105304061994e-06,2.5230105304061994e-06,0
3467,2.084751752678325e-06,2.484751752678325e-06,4
3468,3.639973269407101e-06,2.8399732694071012e-06,15
3469,4.20931494884193e-06,3.4093149488419297e-06,15
3470,3.2879887908105367e-06,2.4879887908105368e-06,15
3471,2.352779746493377e-06,2.452779746493377e-06,1
3472,1.78515332571393e-06,2.48515332571393e-06,7
3473,4.422593224538168e-06,3.622593224538168e-06,15
3474,3.3858680224962007e-06,2.5858680224962007e-06,15
3475,4.424569394813583e-06,3.6245693948135833e-06,15
3476,4.385586820892319e-06,3.585586820892319e-06,15
3477,3.280307956428797e-06,2.480307956428797e-06,15
3478,2.3429706210285826e-06,2.5429706210285824e-06,2
3479,1.886753603944725e-06,2.486753603944725e-06,6
3480,3.2933406360604603e-06,2.4933406360604603e-06,15
3481,3.2642784608009557e-06,2.4642784608009557e-06,15
3482,2.2692734159640982e-06,2.469273415964098e-06,2
3483,2.8488779050998954e-06,2.5488779050998953e-06,10
3484,3.676082599013841e-06,2.876082599013841e-06,15
3485,1.0288232297127684e-06,1.7288232297127682e-06,7
3486,1.783062983190848e-06,2.483062983190848e-06,7
3487,2.0988304439812044e-06,2.4988304439812044e-06,4
3488,4.241541204412995e-06,3.4415412044129954e-06,15
3489,1.0297801789300714e-06,1.7297801789300712e-06,7
3490,3.0304541925947297e-06,2.53045419259473e-06,12
3491,1.3840210095088145e-06,2.0840210095088145e-06,7
3492,4.056260264183111e-06,3.256260264183111e-06,15
3493,1.0627385299927039e-06,1.762738529992704e-06,7
3494,3.051255923535541e-06,2.451255923535541e-06,13
3495,2.55153942184876e-06,2.45153942184876e-06,8
3496,3.2826899935063897e-06,2.4826899935063897e-06,15
3497,3.6463419919383157e-06,2.8463419919383157e-06,15
3498,4.504243804918063e-06,3.7042438049180627e-06,15
3499,1.2958063918905833e-06,1.995806391890583e-06,7
3500,2.6115509135318844e-06,2.5115509135318845e-06,8
3501,1.7914503208118693e-06,2.491450320811869e-06,7
3502,2.140023599641202e-06,2.540023599641202e-06,4
3503,4.904554737484127e-06,4.104554737484127e-06,15
3504,4.963837311134487e-06,4.163837311134487e-06,15
3505,3.2813980405116046e-06,2.4813980405116047e-06,15
3506,2.982990686238187e-06,2.482990686238187e-06,12
3507,1.629228507352238e-06,2.329228507352238e-06,7
3508,4.6845466584613884e-06,3.8845466584613885e-06,15
3509,3.5511547385483546e-06,2.7511547385483547e-06,15
3510,3.7127837794566227e-06,2.9127837794566228e-06,15
3511,1.0724555225779633e-06,1.7724555225779634e-06,7
3512,2.6623990389348248e-06,2.462399038934825e-06,9
3513,3.3117426019265573e-06,2.5117426019265574e-06,15
3514,1.2797905873577457e-06,1.9797905873577456e-06,7
3515,2.9585473977786804e-06,2.4585473977786805e-06,12
3516,2.758348367697027e-06,2.458348367697027e-06,10
3517,2.8566051911935832e-06,2.4566051911935832e-06,11
3518,1.4526163872327356e-06,2.1526163872327356e-06,7
3519,4.440388971487252e-06,3.640388971487252e-06,15
3520,1.5948871573018386e-06,2.2948871573018386e-06,7
3521,2.8657940012675653e-06,2.4657940012675653e-06,11
3522,2.91115705062956e-06,2.51115705062956e-06,11
3523,3.283518955365582e-06,2.4835189553655822e-06,15
3524,3.5626082114568233e-06,2.7626082114568234e-06,15
3525,4.520896670911633e-06,3.720896670911633e-06,15
3526,2.025632139668333e-06,2.525632139668333e-06,5
3527,1.137651545211081e-06,1.8376515452110811e-06,7
3528,3.118142163763693e-06,2.5181421637636928e-06,13
3529,4.377040652544965e-06,3.5770406525449652e-06,15
3530,4.889114409539488e-06,4.0891144095394884e-06,15
3531,1.1363379897099784e-06,1.8363379897099785e-06,7
3532,4.81178070693706e-06,4.01178070693706e-06,15
3533,1.7345782219980373e-06,2.4345782219980374e-06,7
3534,2.554702713353041e-06,2.454702713353041e-06,8
3535,1.3620145468996886e-06,2.0620145468996887e-06,7
3536,2.3691882007740476e-06,2.4691882007740475e-06,1
3537,3.643065946663534e-06,2.843065946663534e-06,15
3538,3.6435134046878346e-06,2.8435134046878347e-06,15
3539,3.4367862875211885e-06,2.6367862875211885e-06,15
3540,3.903605171913584e-06,3.103605171913584e-06,15
3541,3.6940047814394585e-06,2.8940047814394585e-06,15
3542,1.1176986410789494e-06,1.8176986410789494e-06,7
3543,3.4344491813965665e-06,2.6344491813965666e-06,15
3544,3.702492281155122e-06,2.9024922811551222e-06,15
3545,1.2771968938154186e-06,1.9771968938154187e-06,7
3546,2.559710595684341e-06,2.459710595684341e-06,8
3547,1.7777201870123624e-06,2.4777201870123625e-06,7
3548,3.657655027252765e-06,2.857655027252765e-06,15
3549,3.4659323789365004e-06,2.6659323789365005e-06,15
3550,3.538019458996689e-06,2.738019458996689e-06,15
3551,4.199721007183421e-06,3.399721007183421e-06,15
3552,3.7310237422159937e-06,2.9310237422159937e-06,15
3553,4.614643939090261e-06,3.814643939090261e-06,15
3554,4.731646487778983e-06,3.931646487778983e-06,15
3555,4.426717705764319e-06,3.626717705764319e-06,15
3556,2.6367989675265945e-06,2.5367989675265946e-06,8
3557,4.669025756339755e-06,3.869025756339755e-06,15
3558,2.5819178328008177e-06,2.4819178328008178e-06,8
3559,1.7769881744600178e-06,2.476988174460018e-06,7
3560,2.7598329120219985e-06,2.4598329120219984e-06,10
3561,1.5142334798798492e-06,2.214233479879849e-06,7
3562,3.471397242319872e-06,2.671397242319872e-06,15
3563,2.841667428461967e-06,2.541667428461967e-06,10
3564,4.776254433204971e-06,3.976254433204971e-06,15
3565,3.383335277406615e-06,2.583335277406615e-06,15
3566,1.6184163072133426e-06,2.3184163072133427e-06,7
3567,3.539508309084683e-06,2.739508309084683e-06,15
3568,1.3191510924330859e-06,2.019151092433086e-06,7
3569,2.72139464555725e-06,2.5213946455572503e-06,9
3570,1.084660241524377e-06,1.784660241524377e-06,7
3571,4.222712064974403e-06,3.422712064974403e-06,15
3572,3.6910882737455248e-06,2.891088273745525e-06,15
3573,2.82991471652717e-06,2.5299147165271697e-06,10
3574,4.6195028577821325e-06,3.8195028577821326e-06,15
3575,4.2212131717745286e-06,3.4212131717745286e-06,15
3576,1.2244262357764235e-06,1.9244262357764236e-06,7
3577,1.744257975424132e-06,2.444257975424132e-06,7
3578,1.437009967542806e-06,2.137009967542806e-06,7
3579,4.1277752685254655e-06,3.3277752685254656e-06,15
3580,2.879947996575111e-06,2.479947996575111e-06,11
3581,1.794678502959854e-06,2.494678502959854e-06,7
3582,4.251684487451783e-06,3.4516844874517833e-06,15
3583,2.2689893426927487e-06,2.4689893426927485e-06,2
3584,3.817876471614237e-06,3.017876471614237e-06,15
3585,1.2798262381535727e-06,1.9798262381535728e-06,7
3586,4.849171482425552e-06,4.049171482425552e-06,15
3587,1.0942921954714895e-06,1.7942921954714895e-06,7
3588,1.7441143874722306e-06,2.4441143874722304e-06,7
3589,2.427896913650044e-06,2.5278969136500437e-06,1
3590,1.081120074560308e-06,1.781120074560308e-06,7
3591,3.9160788022156e-06,3.1160788022156e-06,15
3592,3.687732954647086e-06,2.887732954647086e-06,15
3593,1.5083010909627404e-06,2.2083010909627402e-06,7
3594,1.5858241965640767e-06,2.285824196564077e-06,7
3595,2.412406770426469e-06,2.512406770426469e-06,1
3596,2.6862217073083004e-06,2.4862217073083006e-06,9
3597,2.4580907518223693e-06,2.4580907518223693e-06,0
3598,2.729241148685874e-06,2.529241148685874e-06,9
3599,4.2354749958296234e-06,3.4354749958296235e-06,15
3600,1.9810149534465804e-06,2.4810149534465803e-06,5
3601,1.422605473015273e-06,2.122605473015273e-06,7
3602,1.8325687482481211e-06,2.532568748248121e-06,7
3603,1.7079981486774077e-06,2.4079981486774075e-06,7
3604,4.691497103214524e-06,3.891497103214524e-06,15
3605,1.8181470729171271e-06,2.518147072917127e-06,7
3606,3.040852577620284e-06,2.5408525776202843e-06,12
3607,1.9943742228056874e-06,2.4943742228056872e-06,5
3608,2.599452441334262e-06,2.499452441334262e-06,8
3609,4.401096165599841e-06,3.6010961655998413e-06,15
3610,1.8259595999272561e-06,2.525959599927256e-06,7
3611,1.4947491427291895e-06,2.1947491427291896e-06,7
3612,4.350420868047787e-06,3.550420868047787e-06,15
3613,1.617820735766647e-06,2.317820735766647e-06,7
3614,2.241631986881864e-06,2.541631986881864e-06,3
3615,1.6913078404187818e-06,2.391307840418782e-06,7
3616,3.614159875213795e-06,2.814159875213795e-06,15
3617,1.6297869804782202e-06,2.3297869804782203e-06,7
3618,1.1492539274962059e-06,1.849253927496206e-06,7
3619,1.7825137202457366e-06,2.4825137202457367e-06,7
3620,3.0513199983846968e-06,2.4513199983846966e-06,13
3621,2.3836996218919684e-06,2.4836996218919683e-06,1
3622,4.749292470063201e-06,3.949292470063201e-06,15
3623,4.586738888642235e-06,3.786738888642235e-06,15
3624,2.2859796607242468e-06,2.485979660724247e-06,2
3625,1.7483400946720074e-06,2.4483400946720074e-06,7
3626,3.3531545892875015e-06,2.5531545892875015e-06,15
3627,3.476945872708848e-06,2.676945872708848e-06,15
3628,3.828894489670539e-06,3.028894489670539e-06,15
3629,2.0911929768063643e-06,2.4911929768063643e-06,4
3630,3.6267293294272607e-06,2.8267293294272607e-06,15
3631,4.372124200852229e-06,3.5721242008522293e-06,15
3632,2.135598643350603e-06,2.5355986433506028e-06,4
3633,2.1233640625422973e-06,2.5233640625422973e-06,4
3634,2.0995707504517703e-06,2.4995707504517703e-06,4
3635,2.465844307509465e-06,2.465844307509465e-06,0
3636,1.6696466886072998e-06,2.3696466886073e-06,7
3637,3.7262588963484967e-06,2.9262588963484967e-06,15
3638,3.7141356111077573e-06,2.9141356111077573e-06,15
3639,1.0266086097741774e-06,1.7266086097741774e-06,7
3640,2.7004063934808058e-06,2.500406393480806e-06,9
3641,3.930442767252662e-06,3.130442767252662e-06,15
3642,3.7756921236776327e-06,2.9756921236776328e-06,15
3643,3.526056570104211e-06,2.726056570104211e-06,15
3644,3.559178809637772e-06,2.759178809637772e-06,15
3645,2.6327741938360955e-06,2.5327741938360956e-06,8
3646,3.865283387930139e-06,3.065283387930139e-06,15
3647,2.782987854985242e-06,2.482987854985242e-06,10
3648,2.4113110857267166e-06,2.5113110857267164e-06,1
3649,2.3916598230262355e-06,2.4916598230262354e-06,1
3650,2.2575768304064575e-06,2.4575768304064572e-06,2
3651,3.4013540661742188e-06,2.601354066174219e-06,15
3652,2.83188995890365e-06,2.53188995890365e-06,10
3653,1.1273259757379307e-06,1.8273259757379306e-06,7
3654,3.598226477775013e-06,2.798226477775013e-06,15
3655,4.15913992652556e-06,3.35913992652556e-06,15
3656,1.1430726677576404e-06,1.8430726677576403e-06,7
3657,3.2370841062313616e-06,2.5370841062313615e-06,14
3658,1.4701931396389317e-06,2.1701931396389315e-06,7
3659,3.884877011291786e-06,3.0848770112917864e-06,15
3660,4.357638763497237e-06,3.557638763497237e-06,15
3661,3.1361514599372393e-06,2.536151459937239e-06,13
3662,3.819022434606277e-06,3.0190224346062766e-06,15
3663,4.158948773121111e-06,3.3589487731211112e-06,15
3664,3.693036530989063e-06,2.893036530989063e-06,15
3665,3.716643561480038e-06,2.9166435614800382e-06,15
3666,4.414687112409679e-06,3.6146871124096786e-06,15
3667,4.203738337832523e-06,3.403738337832523e-06,15
3668,3.581251718446738e-06,2.7812517184467382e-06,15
3669,1.8735394058999637e-06,2.473539405899964e-06,6
3670,3.503076579136011e-06,2.703076579136011e-06,15
3671,1.9771244219799134e-06,2.4771244219799133e-06,5
3672,1.5469173204155911e-06,2.246917320415591e-06,7
3673,2.378731159568823e-06,2.478731159568823e-06,1
3674,4.031324580944562e-06,3.2313245809445617e-06,15
3675,2.992491148922731e-06,2.492491148922731e-06,12
3676,1.984520856479627e-06,2.484520856479627e-06,5
3677,2.8989622453509624e-06,2.4989622453509625e-06,11
3678,3.2589678248457393e-06,2.4589678248457394e-06,15
3679,2.112224654002032e-06,2.512224654002032e-06,4
3680,1.9432854598168824e-06,2.5432854598168825e-06,6
3681,2.383520169598991e-06,2.483520169598991e-06,1
3682,4.181613501885292e-06,3.3816135018852923e-06,15
3683,4.4035630351963375e-06,3.6035630351963375e-06,15
3684,4.7581528032754395e-06,3.9581528032754395e-06,15
3685,3.1429590339176553e-06,2.542959033917655e-06,13
3686,2.5518340752458173e-06,2.4518340752458174e-06,8
3687,1.9899884796318902e-06,2.48998847963189e-06,5
3688,1.0089769441749773e-06,1.7089769441749774e-06,7
3689,3.0136957525552626e-06,2.5136957525552627e-06,12
3690,2.8748299367083277e-06,2.4748299367083277e-06,11
3691,3.591689665924479e-06,2.791689665924479e-06,15
3692,4.732728170458014e-06,3.932728170458014e-06,15
3693,3.824640237965501e-06,3.0246402379655006e-06,15
3694,3.8575483692044e-06,3.0575483692044005e-06,15
3695,2.6456168246486076e-06,2.5456168246486077e-06,8
3696,4.938526074648376e-06,4.138526074648376e-06,15
3697,3.0226847651423036e-06,2.5226847651423038e-06,12
3698,3.6874576012022703e-06,2.8874576012022703e-06,15
3699,1.0220296362418172e-06,1.722029636241817e-06,7
3700,4.069893897255141e-06,3.2698938972551407e-06,15
3701,1.3951469504498576e-06,2.0951469504498574e-06,7
3702,4.781705191232739e-06,3.981705191232739e-06,15
3703,1.3318083999689172e-06,2.031808399968917e-06,7
3704,4.067898405777605e-06,3.2678984057776047e-06,15
3705,1.4349185168604578e-06,2.134918516860458e-06,7
3706,2.858713173973198e-06,2.458713173973198e-06,11
3707,2.0164418736677818e-06,2.5164418736677816e-06,5
3708,2.944129055797775e-06,2.544129055797775e-06,11
3709,4.578837677862316e-06,3.7788376778623163e-06,15
3710,1.069591530673566e-06,1.769591530673566e-06,7
3711,1.1188774194822878e-06,1.8188774194822879e-06,7
3712,4.577360733900587e-06,3.777360733900587e-06,15
3713,2.93225647006065e-06,2.53225647006065e-06,11
3714,4.0420730652741615e-06,3.2420730652741616e-06,15
3715,4.737579159377026e-06,3.937579159377026e-06,15
3716,2.629584047380743e-06,2.529584047380743e-06,8
3717,2.5946097283374565e-06,2.4946097283374566e-06,8
3718,1.4721756429364748e-06,2.1721756429364746e-06,7
3719,1.0206389345217528e-06,1.720638934521753e-06,7
3720,3.0537529704727983e-06,2.453752970472798e-06,13
3721,4.3668451991442535e-06,3.5668451991442536e-06,15
3722,3.375285244652527e-06,2.575285244652527e-06,15
3723,1.6776660866012715e-06,2.3776660866012716e-06,7
3724,3.800029408515263e-06,3.000029408515263e-06,15
3725,1.1885031783689134e-06,1.8885031783689134e-06,7
3726,3.912266446686519e-06,3.112266446686519e-06,15
3727,2.031264487308377e-06,2.531264487308377e-06,5
3728,4.8361603194285e-06,4.0361603194285e-06,15
3729,4.23632922624724e-06,3.43632922624724e-06,15
3730,2.215686304271473e-06,2.515686304271473e-06,3
3731,3.282285700500189e-06,2.482285700500189e-06,15
3732,3.8743250068508215e-06,3.0743250068508215e-06,15
3733,1.7932190572184308e-06,2.493219057218431e-06,7
3734,1.34700276535108e-06,2.04700276535108e-06,7
3735,3.887511594244083e-06,3.0875115942440827e-06,15
3736,3.4318491335055357e-06,2.6318491335055357e-06,15
3737,2.6652588516516225e-06,2.4652588516516223e-06,9
3738,2.187276288329249e-06,2.487276288329249e-06,3
3739,3.1015773176968276e-06,2.5015773176968274e-06,13
3740,2.6303427467483704e-06,2.5303427467483705e-06,8
3741,3.1537739162032396e-06,2.4537739162032396e-06,14
