Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
2.9286490344195024e-06,2.528649034419503e-06,11,-1
3.1672965522502037e-06,2.4672965522502045e-06,14,-1
3.819001369592613e-06,2.519001369592614e-06,15,12
3.738313400934776e-06,2.5383134009347773e-06,15,11
1.433861507577792e-06,2.533861507577791e-06,7,4
1.075947815618742e-06,2.4759478156187404e-06,7,7
1.0658353628211868e-06,2.4658353628211852e-06,7,7
2.432588312322385e-06,2.532588312322385e-06,1,-1
1.6586985371676e-06,2.4586985371675994e-06,7,1
4.259606591831847e-06,2.659606591831849e-06,15,15
4.248569024560665e-06,2.648569024560667e-06,15,15
4.7564165292764055e-06,3.1564165292764073e-06,15,15
3.4138055575421307e-06,2.5138055575421317e-06,15,8
4.929508299040518e-06,3.32950829904052e-06,15,15
1.3993832171070695e-06,2.4993832171070685e-06,7,4
1.3065632949528925e-06,2.5065632949528912e-06,7,5
4.90705417644743e-06,3.3070541764474315e-06,15,15
1.9012246121583782e-06,2.5012246121583776e-06,6,-1
4.306908355521782e-06,2.7069083555217835e-06,15,15
4.992846016695494e-06,3.3928460166954954e-06,15,15
4.910740166640517e-06,3.3107401666405184e-06,15,15
4.133221300146569e-06,2.533221300146571e-06,15,15
3.600466606927358e-06,2.500466606927359e-06,15,10
4.514783422018079e-06,2.9147834220180806e-06,15,15
4.608464829014085e-06,3.0084648290140865e-06,15,15
1.8387239174834293e-06,2.5387239174834286e-06,7,0
2.5104098370974746e-06,2.5104098370974746e-06,0,0
2.6892078783969277e-06,2.489207878396928e-06,9,-1
1.5630837042433412e-06,2.4630837042433402e-06,7,2
3.9750747737654376e-06,2.4750747737654392e-06,15,14
3.907156272060156e-06,2.5071562720601572e-06,15,13
2.0832949369163053e-06,2.483294936916305e-06,4,-1
2.186271017538617e-06,2.486271017538617e-06,3,-1
3.452637720770952e-06,2.452637720770953e-06,15,9
2.4348448218453167e-06,2.5348448218453166e-06,1,-1
2.9222432706450963e-06,2.5222432706450967e-06,11,-1
4.373993505297599e-06,2.7739935052976005e-06,15,15
3.6620857641621734e-06,2.4620857641621748e-06,15,11
1.8596086987312465e-06,2.459608698731246e-06,6,-1
1.0566984795442406e-06,2.4566984795442392e-06,7,7
1.181399526448172e-06,2.4813995264481705e-06,7,6
4.818799586110973e-06,3.2187995861109744e-06,15,15
4.703712899908208e-06,3.10371289990821e-06,15,15
4.359256043194129e-06,2.7592560431941305e-06,15,15
3.0486180380852983e-06,2.548618038085299e-06,12,-1
1.0849268359663621e-06,2.4849268359663606e-06,7,7
2.887375474738103e-06,2.4873754747381035e-06,11,-1
3.0614625913546016e-06,2.4614625913546023e-06,13,-1
1.773381002978831e-06,2.4733810029788302e-06,7,0
3.7555376432173336e-06,2.455537643217335e-06,15,12
1.0986401291064944e-06,2.498640129106493e-06,7,7
4.953803520995875e-06,3.353803520995877e-06,15,15
1.062099146999247e-06,2.4620991469992454e-06,7,7
4.0429706465736155e-06,2.542970646573617e-06,15,14
3.370272324353127e-06,2.470272324353128e-06,15,8
3.945029806186387e-06,2.545029806186389e-06,15,13
3.0879659871867126e-06,2.4879659871867133e-06,13,-1
4.705093601087453e-06,3.1050936010874546e-06,15,15
4.756498445107863e-06,3.156498445107865e-06,15,15
4.186885146657878e-06,2.58688514665788e-06,15,15
1.5689903294667494e-06,2.4689903294667486e-06,7,2
1.4080287526574314e-06,2.50802875265743e-06,7,4
3.4766566712453187e-06,2.47665667124532e-06,15,9
1.3049825490280913e-06,2.50498254902809e-06,7,5
1.6104170459009214e-06,2.5104170459009204e-06,7,2
4.780368781485111e-06,3.180368781485113e-06,15,15
3.784733406525166e-06,2.4847334065251676e-06,15,12
2.244859533643914e-06,2.5448595336439136e-06,3,-1
2.219625644298786e-06,2.5196256442987856e-06,3,-1
4.0573531892028346e-06,2.4573531892028363e-06,15,15
2.5665268108199113e-06,2.4665268108199114e-06,8,-1
4.0543150988294034e-06,2.4543150988294052e-06,15,15
2.2642154974261347e-06,2.4642154974261345e-06,2,-1
3.094707295796278e-06,2.4947072957962786e-06,13,-1
3.845680237022489e-06,2.5456802370224907e-06,15,12
1.8195649002453766e-06,2.519564900245376e-06,7,0
3.1518748376476833e-06,2.451874837647684e-06,14,-1
3.38255806880493e-06,2.482558068804931e-06,15,8
1.249690445842917e-06,2.549690445842916e-06,7,6
3.950198360492743e-06,2.4501983604927443e-06,15,14
4.5686835261602025e-06,2.9686835261602042e-06,15,15
3.90079721499262e-06,2.500797214992622e-06,15,13
1.482668439698212e-06,2.482668439698211e-06,7,3
1.1004416044097844e-06,2.500441604409783e-06,7,7
3.194754701185038e-06,2.4947547011850387e-06,14,-1
1.2905053933961077e-06,2.4905053933961066e-06,7,5
4.692406753164854e-06,3.092406753164856e-06,15,15
1.5030588349390796e-06,2.5030588349390785e-06,7,3
4.975890960644203e-06,3.3758909606442045e-06,15,15
2.617082630162884e-06,2.517082630162884e-06,8,-1
1.4061275113085202e-06,2.506127511308519e-06,7,4
4.405689055654217e-06,2.8056890556542185e-06,15,15
3.828912378347354e-06,2.5289123783473558e-06,15,12
4.762245901363792e-06,3.1622459013637934e-06,15,15
1.7706787492447859e-06,2.470678749244785e-06,7,0
2.6051142568902154e-06,2.5051142568902155e-06,8,-1
1.6591823563253569e-06,2.459182356325356e-06,7,1
1.2564416886229487e-06,2.4564416886229473e-06,7,5
1.6888769234074689e-06,2.488876923407468e-06,7,1
3.940642263875575e-06,2.5406422638755767e-06,15,13
3.79084420437273e-06,2.4908442043727315e-06,15,12
1.5252824027592915e-06,2.5252824027592906e-06,7,3
3.519594984170588e-06,2.519594984170589e-06,15,9
2.7792876782278843e-06,2.4792876782278846e-06,10,-1
3.174543261279902e-06,2.4745432612799028e-06,14,-1
4.301550741409537e-06,2.7015507414095383e-06,15,15
2.108956936779095e-06,2.5089569367790946e-06,4,-1
2.015391267275782e-06,2.5153912672757815e-06,5,-1
1.9243160598756223e-06,2.5243160598756216e-06,6,-1
1.1067432966434736e-06,2.5067432966434723e-06,7,7
3.7732320569047345e-06,2.473232056904736e-06,15,12
2.8390047154327683e-06,2.5390047154327686e-06,10,-1
3.035217521009948e-06,2.5352175210099486e-06,12,-1
1.8936602304756525e-06,2.493660230475652e-06,6,-1
2.257183033719526e-06,2.457183033719526e-06,2,-1
2.1824237126005054e-06,2.482423712600505e-06,3,-1
1.180969309134431e-06,2.4809693091344296e-06,7,6
1.7567784160639763e-06,2.4567784160639755e-06,7,0
4.992154282595841e-06,3.392154282595843e-06,15,15
2.4618875913098727e-06,2.4618875913098727e-06,0,0
4.7163080349827185e-06,3.1163080349827203e-06,15,15
4.5118759690941785e-06,2.9118759690941803e-06,15,15
1.215914735589287e-06,2.5159147355892856e-06,7,6
4.976149811006662e-06,3.3761498110066637e-06,15,15
4.168577709293463e-06,2.5685777092934645e-06,15,15
2.468672580493642e-06,2.468672580493642e-06,0,0
1.1778659334927756e-06,2.477865933492774e-06,7,6
1.510939127787827e-06,2.510939127787826e-06,7,3
2.3823914034466927e-06,2.4823914034466926e-06,1,-1
1.799200323872234e-06,2.499200323872233e-06,7,0
2.964225387540308e-06,2.4642253875403087e-06,12,-1
3.524402774351073e-06,2.524402774351074e-06,15,9
3.831672096246066e-06,2.5316720962460676e-06,15,12
1.0725017387888283e-06,2.4725017387888267e-06,7,7
2.5290019495988566e-06,2.5290019495988566e-06,0,0
3.6418416192058374e-06,2.5418416192058386e-06,15,10
3.202474293940232e-06,2.502474293940233e-06,14,-1
2.9424252008421717e-06,2.542425200842172e-06,11,-1
1.7886503524315944e-06,2.4886503524315937e-06,7,0
3.2907050525648115e-06,2.4907050525648124e-06,15,7
4.619370807963065e-06,3.019370807963067e-06,15,15
3.568016713218495e-06,2.4680167132184963e-06,15,10
2.4349934752166093e-06,2.5349934752166092e-06,1,-1
2.2556168336944963e-06,2.455616833694496e-06,2,-1
1.174704755232982e-06,2.474704755232981e-06,7,6
1.57550628558576e-06,2.475506285585759e-06,7,2
3.959403034636004e-06,2.459403034636006e-06,15,14
3.63938652174029e-06,2.539386521740291e-06,15,10
4.2792247842637455e-06,2.6792247842637472e-06,15,15
3.6624419006658143e-06,2.4624419006658156e-06,15,11
3.3805328403576687e-06,2.4805328403576697e-06,15,8
1.6115057850880358e-06,2.511505785088035e-06,7,2
3.899519452219587e-06,2.4995194522195884e-06,15,13
1.0645295283900965e-06,2.464529528390095e-06,7,7
4.705509667836242e-06,3.105509667836244e-06,15,15
3.5383880172299406e-06,2.5383880172299417e-06,15,9
4.5543711986654866e-06,2.9543711986654883e-06,15,15
4.143987736484467e-06,2.543987736484469e-06,15,15
3.084996748509081e-06,2.4849967485090816e-06,13,-1
2.824478595907874e-06,2.524478595907874e-06,10,-1
1.412716017989672e-06,2.512716017989671e-06,7,4
2.848103139416141e-06,2.548103139416141e-06,10,-1
2.207472372077499e-06,2.5074723720774987e-06,3,-1
3.2597583637525053e-06,2.459758363752506e-06,15,7
4.208030002936468e-06,2.60803000293647e-06,15,15
1.0711899133358775e-06,2.471189913335876e-06,7,7
3.1189115750515835e-06,2.518911575051584e-06,13,-1
2.623526337254718e-06,2.5235263372547183e-06,8,-1
1.826151514250042e-06,2.5261515142500413e-06,7,0
1.1201346165423254e-06,2.520134616542324e-06,7,7
3.5175095518425854e-06,2.5175095518425865e-06,15,9
1.4390177097089963e-06,2.5390177097089953e-06,7,4
4.659400333559828e-06,3.0594003335598296e-06,15,15
3.4499137249583373e-06,2.5499137249583383e-06,15,8
2.655190280077e-06,2.455190280077e-06,9,-1
3.115774191430763e-06,2.5157741914307635e-06,13,-1
2.5899204240404436e-06,2.4899204240404438e-06,8,-1
2.5518018799744432e-06,2.4518018799744433e-06,8,-1
2.1902829650220067e-06,2.4902829650220064e-06,3,-1
4.941034671030043e-06,3.341034671030045e-06,15,15
2.622462569347656e-06,2.5224625693476563e-06,8,-1
4.225080069859026e-06,2.625080069859028e-06,15,15
3.4338461506315545e-06,2.5338461506315555e-06,15,8
2.306069276361975e-06,2.506069276361975e-06,2,-1
3.757415835562012e-06,2.4574158355620135e-06,15,12
4.495796234122393e-06,2.8957962341223945e-06,15,15
2.9272270870542916e-06,2.527227087054292e-06,11,-1
3.812098129704759e-06,2.5120981297047606e-06,15,12
2.325696051072941e-06,2.525696051072941e-06,2,-1
1.670778627335468e-06,2.470778627335467e-06,7,1
1.5471458599159946e-06,2.5471458599159934e-06,7,3
4.439466708526333e-06,2.839466708526335e-06,15,15
2.4681214464005346e-06,2.4681214464005346e-06,0,0
1.6648577422673814e-06,2.4648577422673805e-06,7,1
3.988559701430239e-06,2.4885597014302407e-06,15,14
4.061464600432179e-06,2.461464600432181e-06,15,15
1.2005164420041247e-06,2.5005164420041235e-06,7,6
4.3635786659309e-06,2.763578665930902e-06,15,15
4.120011903626772e-06,2.520011903626774e-06,15,15
3.498462197005395e-06,2.4984621970053963e-06,15,9
1.0705817820398603e-06,2.4705817820398587e-06,7,7
1.4976302642124004e-06,2.4976302642123996e-06,7,3
3.1366305855810723e-06,2.536630585581073e-06,13,-1
2.522333225185717e-06,2.522333225185717e-06,0,0
3.458987578308852e-06,2.458987578308853e-06,15,9
2.166068065838394e-06,2.4660680658383937e-06,3,-1
2.5603997599153874e-06,2.4603997599153875e-06,8,-1
4.093689951810086e-06,2.493689951810088e-06,15,15
3.052632661886332e-06,2.4526326618863326e-06,13,-1
1.6543090184667758e-06,2.454309018466775e-06,7,1
1.952648749290257e-06,2.4526487492902563e-06,5,-1
2.0410713181947614e-06,2.541071318194761e-06,5,-1
2.105579226225207e-06,2.5055792262252066e-06,4,-1
3.989523081818998e-06,2.4895230818189994e-06,15,14
1.6135040142899585e-06,2.5135040142899577e-06,7,2
3.4415926246812234e-06,2.5415926246812244e-06,15,8
3.170393949016402e-06,2.470393949016403e-06,14,-1
4.501165888583131e-06,2.9011658885831324e-06,15,15
1.3420302420200368e-06,2.5420302420200355e-06,7,5
2.0533221886674983e-06,2.453322188667498e-06,4,-1
4.507922098872911e-06,2.9079220988729124e-06,15,15
4.6747348022643125e-06,3.0747348022643143e-06,15,15
3.804973750878805e-06,2.5049737508788064e-06,15,12
2.2130656278819485e-06,2.513065627881948e-06,3,-1
3.888025077265588e-06,2.4880250772655897e-06,15,13
3.649044308685166e-06,2.5490443086851674e-06,15,10
2.667587635160751e-06,2.4675876351607512e-06,9,-1
3.7204257351366966e-06,2.520425735136698e-06,15,11
2.703056806266564e-06,2.5030568062665643e-06,9,-1
2.0119721612257263e-06,2.5119721612257258e-06,5,-1
1.011114673970866e-06,2.4111146739708644e-06,7,7
4.408492808454933e-06,2.808492808454935e-06,15,15
1.7792616708270465e-06,2.4792616708270457e-06,7,0
3.299268239120993e-06,2.499268239120994e-06,15,7
1.8833584437404541e-06,2.4833584437404537e-06,6,-1
2.6604243507556987e-06,2.460424350755699e-06,9,-1
3.8004431101578124e-06,2.500443110157814e-06,15,12
2.2358708615180307e-06,2.5358708615180303e-06,3,-1
1.8823246268016755e-06,2.482324626801675e-06,6,-1
2.6951668411514384e-06,2.4951668411514386e-06,9,-1
2.194110153503664e-06,2.494110153503664e-06,3,-1
1.28594524206579e-06,2.485945242065789e-06,7,5
4.041717155453953e-06,2.541717155453955e-06,15,14
2.306849373196958e-06,2.5068493731969577e-06,2,-1
4.013835690243629e-06,2.5138356902436304e-06,15,14
3.0657536379110523e-06,2.465753637911053e-06,13,-1
4.059064250137463e-06,2.4590642501374646e-06,15,15
1.7175083083906678e-06,2.517508308390667e-06,7,1
4.49496497277294e-06,2.894964972772942e-06,15,15
2.836762692634661e-06,2.5367626926346612e-06,10,-1
2.5855498770615535e-06,2.4855498770615536e-06,8,-1
2.3251151163252566e-06,2.5251151163252564e-06,2,-1
1.2362006300312096e-06,2.5362006300312084e-06,7,6
1.5366902680511209e-06,2.5366902680511198e-06,7,3
1.900151777707998e-06,2.5001517777079972e-06,6,-1
4.844564844223076e-06,3.244564844223078e-06,15,15
3.483260393937059e-06,2.48326039393706e-06,15,9
4.993848052367777e-06,3.393848052367779e-06,15,15
1.1339591884338236e-06,2.5339591884338223e-06,7,7
2.1136600621359216e-06,2.513660062135921e-06,4,-1
4.36562755398735e-06,2.765627553987352e-06,15,15
1.3498726863435873e-06,2.549872686343586e-06,7,5
1.045840983513305e-06,2.4458409835133037e-06,7,7
2.524717336206797e-06,2.524717336206797e-06,0,0
4.893602680424153e-06,3.293602680424155e-06,15,15
1.418116208389137e-06,2.518116208389136e-06,7,4
1.6877972333464771e-06,2.4877972333464764e-06,7,1
2.206887066718414e-06,2.5068870667184135e-06,3,-1
2.945223626162379e-06,2.5452236261623793e-06,11,-1
2.8019780752759076e-06,2.501978075275908e-06,10,-1
1.9173363580061234e-06,2.5173363580061228e-06,6,-1
1.1701882288045268e-06,2.4701882288045256e-06,7,6
3.2525313361190928e-06,2.4525313361190937e-06,15,7
1.8067388745037284e-06,2.506738874503728e-06,7,0
1.8548936619777225e-06,2.454893661977722e-06,6,-1
3.676435950729311e-06,2.476435950729312e-06,15,11
3.198023247627098e-06,2.498023247627099e-06,14,-1
2.7312402713437576e-06,2.531240271343758e-06,9,-1
3.0612125722852264e-06,2.461212572285227e-06,13,-1
4.2304983249363465e-06,2.6304983249363482e-06,15,15
2.225468560355512e-06,2.5254685603555117e-06,3,-1
3.3466570819265195e-06,2.5466570819265204e-06,15,7
2.9146527858611754e-06,2.514652785861176e-06,11,-1
3.5581122035376433e-06,2.4581122035376446e-06,15,10
3.701606607605406e-06,2.5016066076054073e-06,15,11
3.28594317993622e-06,2.4859431799362207e-06,15,7
4.194593924660145e-06,2.594593924660147e-06,15,15
2.2306291211406447e-06,2.5306291211406444e-06,3,-1
2.603134450272405e-06,2.503134450272405e-06,8,-1
3.244590504215556e-06,2.5445905042155568e-06,14,-1
4.615556704856068e-06,3.01555670485607e-06,15,15
2.645876624501265e-06,2.545876624501265e-06,8,-1
4.495547568513565e-06,2.8955475685135665e-06,15,15
3.685450538885902e-06,2.4854505388859034e-06,15,11
1.4205378951291036e-06,2.5205378951291024e-06,7,4
3.1945823477410813e-06,2.494582347741082e-06,14,-1
1.436680948332822e-06,2.536680948332821e-06,7,4
2.915516724776928e-06,2.5155167247769283e-06,11,-1
2.9763567214890057e-06,2.4763567214890062e-06,12,-1
4.694433315275794e-06,3.094433315275796e-06,15,15
2.470237783711084e-06,2.470237783711084e-06,0,0
2.4575246707435815e-06,2.4575246707435815e-06,0,0
1.2011899922033567e-06,2.5011899922033552e-06,7,6
3.8585529586977345e-06,2.458552958697736e-06,15,13
1.3642541222604555e-06,2.4642541222604542e-06,7,4
1.1253053068223746e-06,2.525305306822373e-06,7,7
4.578710917407249e-06,2.9787109174072505e-06,15,15
3.4036987167755757e-06,2.5036987167755767e-06,15,8
4.582570195577726e-06,2.9825701955777277e-06,15,15
1.640725511535996e-06,2.5407255115359952e-06,7,2
1.5100885214938767e-06,2.5100885214938758e-06,7,3
2.87962727352243e-06,2.4796272735224305e-06,11,-1
2.4555325465323405e-06,2.4555325465323405e-06,0,0
1.8663919073933128e-06,2.4663919073933123e-06,6,-1
3.281159032841094e-06,2.481159032841095e-06,15,7
4.679542485289448e-06,3.0795424852894495e-06,15,15
2.345439809571056e-06,2.5454398095710557e-06,2,-1
3.579464041052093e-06,2.4794640410520943e-06,15,10
2.0819013310267343e-06,2.481901331026734e-06,4,-1
3.2132158811647813e-06,2.513215881164782e-06,14,-1
2.4276327141089447e-06,2.5276327141089446e-06,1,-1
1.795314197124999e-06,2.495314197124998e-06,7,0
1.824961730815847e-06,2.5249617308158463e-06,7,0
1.4228368010456226e-06,2.5228368010456214e-06,7,4
1.6294900579881224e-06,2.5294900579881214e-06,7,2
3.927186270128563e-06,2.527186270128565e-06,15,13
3.268496114407934e-06,2.4684961144079347e-06,15,7
2.1816139784325874e-06,2.481613978432587e-06,3,-1
3.468150128005258e-06,2.468150128005259e-06,15,9
2.6309491997508985e-06,2.5309491997508986e-06,8,-1
3.222268410290917e-06,2.5222684102909176e-06,14,-1
3.032252448360061e-06,2.5322524483600616e-06,12,-1
3.474068754732069e-06,2.47406875473207e-06,15,9
1.8294198784599432e-06,2.5294198784599425e-06,7,0
3.310740997096322e-06,2.510740997096323e-06,15,7
4.504373075559817e-06,2.904373075559819e-06,15,15
3.661565974539895e-06,2.461565974539896e-06,15,11
3.5804037991561416e-06,2.480403799156143e-06,15,10
1.2242053539333768e-06,2.5242053539333754e-06,7,6
1.4092512762177214e-06,2.50925127621772e-06,7,4
2.558167218950252e-06,2.4581672189502523e-06,8,-1
4.360170288231972e-06,2.7601702882319736e-06,15,15
1.0119306644131213e-06,2.41193066441312e-06,7,7
4.289965001933385e-06,2.689965001933387e-06,15,15
3.319235873293886e-06,2.519235873293887e-06,15,7
4.2536817128723255e-06,2.6536817128723273e-06,15,15
2.6188359947313953e-06,2.5188359947313954e-06,8,-1
4.66431754102445e-06,3.0643175410244518e-06,15,15
1.9964054185514066e-06,2.496405418551406e-06,5,-1
1.8690378000448797e-06,2.469037800044879e-06,6,-1
4.8540582800367495e-06,3.2540582800367512e-06,15,15
3.1167584214813623e-06,2.516758421481363e-06,13,-1
3.289829576418603e-06,2.4898295764186037e-06,15,7
1.5529705027798687e-06,2.452970502779868e-06,7,2
4.417157752695431e-06,2.8171577526954326e-06,15,15
3.2599790914781338e-06,2.4599790914781347e-06,15,7
3.325969304261659e-06,2.52596930426166e-06,15,7
2.2231555858262903e-06,2.52315558582629e-06,3,-1
2.6008556935529415e-06,2.5008556935529416e-06,8,-1
4.693485561543541e-06,3.0934855615435425e-06,15,15
4.2944000362914094e-06,2.6944000362914112e-06,15,15
2.6067429526758136e-06,2.5067429526758137e-06,8,-1
2.6543808482906944e-06,2.4543808482906947e-06,9,-1
1.9790024592664077e-06,2.479002459266407e-06,5,-1
2.3915192949080733e-06,2.491519294908073e-06,1,-1
3.1894582453346582e-06,2.489458245334659e-06,14,-1
1.5635448596126642e-06,2.463544859612663e-06,7,2
3.077459966205643e-06,2.4774599662056438e-06,13,-1
3.0132708031321283e-06,2.513270803132129e-06,12,-1
3.869224966213936e-06,2.469224966213938e-06,15,13
1.88447242349229e-06,2.4844724234922893e-06,6,-1
4.20451851319015e-06,2.604518513190152e-06,15,15
